review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
My friend and I enjoyed seeing the penguins, but the timing was very off. Since we weren't coming from a cruise or staying at a hotel, we were told to arrive at the Terminal by 9:20 am. We waited in the waiting room for quite a bit, where they had free wifi and souvenirs if you're interested. We didn't get on the catamaran until about 10 am. The tour description said that the boat ride to Magdalena would take about 90 minutes, but it was closer to 2 hours. One of the two bathrooms on the boat was not working, which was an inconvenience when we were told about 20 minutes before landing that there was no bathroom on the island, and about half the 52 passengers lined up to use the loo. The catamaran was really just for taking us from the mainland to the island, so if you want snacks or coffee, you're out of luck. When we arrived at the island, we were docked next to another ship, and the captain determined that we couldn't get on the dock safely. They had a group of 10 get on a Zodiac lifeboat from the back of the boat to go around the other ship. There seemed to be communications issues because those 10 people sat in the boat for a while, and by the time they got around the other boat to the dock, the other boat left and our captain decided it was okay to disembark from the front of the boat. On the plus side, Catalina was a great guide. She was very knowledgeable and spoke English well. There were two other guides, but they didn't really do much. We were told to stay 2 meters from the penguins. The island was full of penguins and seagulls. There is a circular walkway marked by a rope from the dock, up to the lighthouse, around the other side of the beach. We saw so many penguins, including down-covered babies, that it was a real treat to see them. We were on the island about an hour, which was plenty of time to walk all the way around and take pictures. I would give 5 stars for delivering on the penguins, but 3 for the disorganization of the company. We thought we would be done by 1 or 2 pm, and we didn't return to the mainland until 4:30 pm. Review of: Shore Excursion: Magellan Penguins Natural Reserve in Magdalena Island from Punta Arenas;Cute penguins!;en;en;en;en;0.9640713503112708;My friend and I enjoyed seeing the penguins, but the timing was very off. Since we weren't coming from a cruise or staying at a hotel, we were told to arrive at the Terminal by 9:20 am. We waited in the waiting room for quite a bit, where they had free wifi and souvenirs if you're interested. We didn't get on the catamaran until about 10 am. The tour description said that the boat ride to Magdalena would take about 90 minutes, but it was closer to 2 hours. One of the two bathrooms on the boat was not working, which was an inconvenience when we were told about 20 minutes before landing that there was no bathroom on the island, and about half the 52 passengers lined up to use the loo. The catamaran was really just for taking us from the mainland to the island, so if you want snacks or coffee, you're out of luck. When we arrived at the island, we were docked next to another ship, and the captain determined that we couldn't get on the dock safely. They had a group of 10 get on a Zodiac lifeboat from the back of the boat to go around the other ship. There seemed to be communications issues because those 10 people sat in the boat for a while, and by the time they got around the other boat to the dock, the other boat left and our captain decided it was okay to disembark from the front of the boat. On the plus side, Catalina was a great guide. She was very knowledgeable and spoke English well. There were two other guides, but they didn't really do much. We were told to stay 2 meters from the penguins. The island was full of penguins and seagulls. There is a circular walkway marked by a rope from the dock, up to the lighthouse, around the other side of the beach. We saw so many penguins, including down-covered babies, that it was a real treat to see them. We were on the island about an hour, which was plenty of time to walk all the way around and take pictures. I would give 5 stars for delivering on the penguins, but 3 for the disorganization of the company. We thought we would be done by 1 or 2 pm, and we didn't return to the mainland until 4:30 pm. Review of: Shore Excursion: Magellan Penguins Natural Reserve in Magdalena Island from Punta Arenas;Step 1: Management (points out service failures). Step 2: Yes (expresses gaps like delayed disembarkation, broken facilities). Step 3: Yes (specific actionable issues like fixing broken bathrooms, improving timing). SUGGESTION;SUGGESTION;ok
Beautiful falls that provide a picturesque frame to view Osorno through. The scenery is fantastic, great little viewpoints, cute cafe, must see.;Goegeous;en;en;en;en;1.0;Beautiful falls that provide a picturesque frame to view Osorno through. The scenery is fantastic, great little viewpoints, cute cafe, must see.;Step 1: tourists. Step 2: no. Step 3: no. The review is descriptive praise and recommendations to other tourists, not a request for management action.;NON-SUGGESTION;ok
I really liked the session and very professional Pedro 💪🏻. And overall attention as always 100/10 🌷 Very friendly and comfortable everything!;Massage;en;en;en;en;0.8768687808914859;I really liked the session and very professional Pedro 💪🏻. And overall attention as always 100/10 🌷 Very friendly and comfortable everything!;Step 1: Tourist talking to management (implied via praise). Step 2: No desired future state (only positive description). Step 3: No actionable change requested. NON-SUGGESTION (compliments without requests for improvement).;NON-SUGGESTION;ok
"It's worth the drive from Castro to visit the park; however, as is often the case, it's not the best marked to find it. Be patient. The main entrance has several nice information and museum building and we did to trails. The El Tepaul Trail was an incredible experience. It's a nice walk and trail to get to the best part. Once there you walk through an immensely dense forest on a boardwalk built through it. There is so much underbrush and trees growing in all directions you wouldn't be able to get through it without the boardwalk. The National Park is huge with much more to explore that we didn't get to, but enjoyed what we did!";Forest Like I've Never Seen!;en;en;en;en;0.8823933690159824;"It's worth the drive from Castro to visit the park; however, as is often the case, it's not the best marked to find it. Be patient. The main entrance has several nice information and museum building and we did to trails. The El Tepaul Trail was an incredible experience. It's a nice walk and trail to get to the best part. Once there you walk through an immensely dense forest on a boardwalk built through it. There is so much underbrush and trees growing in all directions you wouldn't be able to get through it without the boardwalk. The National Park is huge with much more to explore that we didn't get to, but enjoyed what we did!";Step 1: Tourists/advice to others. Step 2: No explicit desire for change. Step 3: No actionable request for management. NON-SUGGESTION;NON-SUGGESTION;ok
An interesting tour, dynamic in each of its phases, despite having missed the beginning of the induction, as we progressed we managed to join the group with the help of Don Pedro, an excellent guide,;Doña Josefa artisanal pisco tour;en;en;en;en;0.9285713426498062;An interesting tour, dynamic in each of its phases, despite having missed the beginning of the induction, as we progressed we managed to join the group with the help of Don Pedro, an excellent guide,;Step 1: management (implied via context). Step 2: no future gap (past complaint without request for change). Step 3: no actionable suggestion. NON-SUGGESTION;NON-SUGGESTION;ok
Flower clock is reminiscent of Geneva, Switzerland, very nice. We drove past it and did not stop. Colorful and well put together.;is this Geneva?;en;en;en;en;1.0;Flower clock is reminiscent of Geneva, Switzerland, very nice. We drove past it and did not stop. Colorful and well put together.;Step 1: tourists. Step 2: no. Step 3: no. The review describes personal observations and compliments without requesting changes or addressing management.;NON-SUGGESTION;ok
I went there to watch the sunset. The 360 degree view from up the 61st and 62nd floor is stunning and leaves a lasting impression on how huge this city in the valley is. There were quiet a view people going up there and there was a queue at the ticket counter. If you want to watch the sunset, make sure that you are there at least 30 to 40 minutes before the sunset. Tickets on Fridays and weekends are more expensive (CLP 5000 vs CLP 8000 for an adult). One draw back for photographers: The observation decks are all surrounded by glass, which is not very clean, and there are lots of reflections. It is therefore hard to make good photos. Thus, the reason for only a 4 point rating.;Stunning sunset view over Santiago;en;en;en;en;0.99606280079763;I went there to watch the sunset. The 360 degree view from up the 61st and 62nd floor is stunning and leaves a lasting impression on how huge this city in the valley is. There were quiet a view people going up there and there was a queue at the ticket counter. If you want to watch the sunset, make sure that you are there at least 30 to 40 minutes before the sunset. Tickets on Fridays and weekends are more expensive (CLP 5000 vs CLP 8000 for an adult). One draw back for photographers: The observation decks are all surrounded by glass, which is not very clean, and there are lots of reflections. It is therefore hard to make good photos. Thus, the reason for only a 4 point rating.;Step 1: Tourists/advice to others. Step 2: No future gap (describes current issues). Step 3: Not actionable for management. NON-SUGGESTION;NON-SUGGESTION;ok
"We came for a walk with my sister and loved the tour. Matias, Bethlehem and Leonardo made the ride very enjoyable and told us interesting facts about the region. We walk through the Veramonte vineyard where we taste some exquisite wines and enjoy the view and the place. Then we continue to Viña where we toured and had lunch in a very good restaurant, Nogaró. We continued on our way to Valparaiso where we visited ""La Sebastiana"" and walked the streets. We recommend the tour and highlight the good vibe of Matias, Bethlehem and Leonardo. Review of: Valparaíso and Viña del Mar Full Colors Estimado viajero, nos alegra saber que disfruto de su recorrido y junto a nuestro equipo de trabajo, muchas gracias por compartir su experiencia con nosotros. ¡Esperamos su pronta visita!";Walk through Vineyard, Valparaiso and Veramonte vineyard.;en;en;en;en;0.7453291204932674;"We came for a walk with my sister and loved the tour. Matias, Bethlehem and Leonardo made the ride very enjoyable and told us interesting facts about the region. We walk through the Veramonte vineyard where we taste some exquisite wines and enjoy the view and the place. Then we continue to Viña where we toured and had lunch in a very good restaurant, Nogaró. We continued on our way to Valparaiso where we visited ""La Sebastiana"" and walked the streets. We recommend the tour and highlight the good vibe of Matias, Bethlehem and Leonardo. Review of: Valparaíso and Viña del Mar Full Colors Estimado viajero, nos alegra saber que disfruto de su recorrido y junto a nuestro equipo de trabajo, muchas gracias por compartir su experiencia con nosotros. ¡Esperamos su pronta visita!";Step 1: tourists (advice to others). Step 2: no future gap (descriptive praise). Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
Ok, it's a nice shute-type waterfall tumbling through old lava flows. It seems to be an essential stop on area tours. Consequently it is very crowded. And to be honest, it is hardly unique - Canada has many such sights. Perhaps the best feature is the close-up views of snow capped Osorno volcano - on a fine day !;An essential area tour stop;en;en;en;en;0.8181819573436556;Ok, it's a nice shute-type waterfall tumbling through old lava flows. It seems to be an essential stop on area tours. Consequently it is very crowded. And to be honest, it is hardly unique - Canada has many such sights. Perhaps the best feature is the close-up views of snow capped Osorno volcano - on a fine day !;Step 1: tourists. Step 2: no future gap. Step 3: no actionable. NON-SUGGESTION;NON-SUGGESTION;ok
We enjoyed a nice informative tour given by Valentin. We had the oportunaty to taste some good wines during the tour and get to know more about wines and culture in Chile. 100% recommend!!;Great wine tasting;en;en;en;en;1.0;We enjoyed a nice informative tour given by Valentin. We had the oportunaty to taste some good wines during the tour and get to know more about wines and culture in Chile. 100% recommend!!;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION (compliment/advice to others).;NON-SUGGESTION;ok
"Antonio was easy to understand and enthusiastic. The 1st 2 hours were excellent. The unnecessary 20 minute break turned onto 30+ minutes of wasted time with nothing to do in the area. I liked his explanation of Chilean foods, but after we tried one of the (mediocre) restaurants he recommended, we wondered if it gave the company money to suggest it. He requested a 5,000 peso tip (US$7); before that, we'd have tipped more.";Some parts good, others less so;en;en;en;en;0.9277309943997748;"Antonio was easy to understand and enthusiastic. The 1st 2 hours were excellent. The unnecessary 20 minute break turned onto 30+ minutes of wasted time with nothing to do in the area. I liked his explanation of Chilean foods, but after we tried one of the (mediocre) restaurants he recommended, we wondered if it gave the company money to suggest it. He requested a 5,000 peso tip (US$7); before that, we'd have tipped more.";Step 1: Management (directly addressing company practices). Step 2: Yes (points to gaps in break duration and recommendation quality). Step 3: Yes (concrete suggestions for operational changes). SUGGESTION;SUGGESTION;ok
They were awesome to work with. We had a last minute need for a day trip for 20 people. They reserved us a beautiful bus, a great guide and driver, a wonderful lunch and we got to go to several beautiful cities near Santiago. The bus was in perfect condition, it was a beautiful day, and they were extremely flexible to accommodate my family.;Great last minute booking;en;en;en;en;0.8658535906844919;They were awesome to work with. We had a last minute need for a day trip for 20 people. They reserved us a beautiful bus, a great guide and driver, a wonderful lunch and we got to go to several beautiful cities near Santiago. The bus was in perfect condition, it was a beautiful day, and they were extremely flexible to accommodate my family.;Step 1: management. Step 2: no future gap (satisfaction expressed). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
I don't see many people putting this on their list of places to see in Santiago, Chile. During my three week stay in Santiago I was hanging out with a friend who happened to be a student. She needed to come to this library to find books on a particular subject (Biology). This is main library in Santiago and if you just happen to want to find a place to read or do research, the Biblioteca is a great spot. Not really a tourist attraction itself but it is close to Quinta Normal (a nice park) and it host a few art events a year that may attract you. You would get here by subway(metro) arriving at station Quinta Normal, then walk about 3 long blocks. Happy Travels!!!;NOT A MUST SEE TOURIST ATTRACTION;en;en;en;en;0.8000031573009864;I don't see many people putting this on their list of places to see in Santiago, Chile. During my three week stay in Santiago I was hanging out with a friend who happened to be a student. She needed to come to this library to find books on a particular subject (Biology). This is main library in Santiago and if you just happen to want to find a place to read or do research, the Biblioteca is a great spot. Not really a tourist attraction itself but it is close to Quinta Normal (a nice park) and it host a few art events a year that may attract you. You would get here by subway(metro) arriving at station Quinta Normal, then walk about 3 long blocks. Happy Travels!!!;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
Nice and renovated place to walk and do sports. It has a luxury cycle path and promenade, delivered a few weeks ago that allows you to travel from Los Lilenes beach (a swimming pool-type beauty near the Concón Yacht Club) to Rotonda de Concón.;A unique beauty in the area;en;en;en;en;0.6989249259654144;Nice and renovated place to walk and do sports. It has a luxury cycle path and promenade, delivered a few weeks ago that allows you to travel from Los Lilenes beach (a swimming pool-type beauty near the Concón Yacht Club) to Rotonda de Concón.;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
We took 3 tours with We love and they were the best experiences we had in Chile. We enjoyed the Portillo tour the most, we were accompanied by the guide Dany Vargas who involved us with all the local history, and provided us with an incredible and fun trip, in addition to being a great photographer and very good with children. The company is very punctual and gave us a lot of security, we were very well attended to by everyone and always with kindness and speed. Oi We Lover! Que mensagem incrível! Ficamos super felizes em saber que vocês tiveram experiências tão especiais com a We Love Chile. Saber que se sentiram seguros, bem atendidos e ainda aproveitaram momentos inesquecíveis faz tudo valer a pena! Esperamos vê-los novamente para mais aventuras pelo Chile. ❤️;Excellent tours;en;en;en;en;0.7615119265412605;We took 3 tours with We love and they were the best experiences we had in Chile. We enjoyed the Portillo tour the most, we were accompanied by the guide Dany Vargas who involved us with all the local history, and provided us with an incredible and fun trip, in addition to being a great photographer and very good with children. The company is very punctual and gave us a lot of security, we were very well attended to by everyone and always with kindness and speed. Oi We Lover! Que mensagem incrível! Ficamos super felizes em saber que vocês tiveram experiências tão especiais com a We Love Chile. Saber que se sentiram seguros, bem atendidos e ainda aproveitaram momentos inesquecíveis faz tudo valer a pena! Esperamos vê-los novamente para mais aventuras pelo Chile. ❤️;Step 1: management. Step 2: no future gap. Step 3: no actionable change. This is a positive compliment and thank-you message to management, not a request for improvement.;NON-SUGGESTION;ok
My wife and I loved the snow shoe hike with Sebastian in the Yerba Loca, The park is only a short scenic drive from Santiago. The conditions were prefect with lots of spring snow. Sebastian our guide was knowledgeable and went at our pace. A great wa to send a day close to the city. Thanks for trusting us. We hope to see you again!;Snow shoe hike;en;en;en;en;0.7954304055034779;My wife and I loved the snow shoe hike with Sebastian in the Yerba Loca, The park is only a short scenic drive from Santiago. The conditions were prefect with lots of spring snow. Sebastian our guide was knowledgeable and went at our pace. A great wa to send a day close to the city. Thanks for trusting us. We hope to see you again!;Step 1: Tourists (thanks to management). Step 2: No future gap (satisfaction expressed). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
"Ideal with a rental car, make sure you arrive by 9-9.30. Later on, more and more tour buses arrive. The journey from San Pedro takes about 75 minutes, at the end 6.5km of gravel road, 2x4 OK (if you take the shortest route via Google Maps) or 4km if you take the second turnoff to the parking lot. Entrance fee 5000 CLD. Beautiful circular route with the possibility of going a little ""off the beaten track"" and marveling at the great colors of the different rock layers. Stay about 2 hours, then you can really enjoy it.";An oasis of calm in the morning;en;en;en;en;0.9018676976371476;"Ideal with a rental car, make sure you arrive by 9-9.30. Later on, more and more tour buses arrive. The journey from San Pedro takes about 75 minutes, at the end 6.5km of gravel road, 2x4 OK (if you take the shortest route via Google Maps) or 4km if you take the second turnoff to the parking lot. Entrance fee 5000 CLD. Beautiful circular route with the possibility of going a little ""off the beaten track"" and marveling at the great colors of the different rock layers. Stay about 2 hours, then you can really enjoy it.";Step 1: tourists. Step 2: no future gap. Step 3: no actionable change for management. Advice to other tourists.;NON-SUGGESTION;ok
