review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
We had a great tour with Danny this morning. He loves his city a lot and this comes across on his tour. Stopping off at the empanada cafe was an awesome idea as well! Highly recommend this tour if in Valparaiso!;Free walking tour Valparaiso;en;en;en;en;0.9072164315892112;We had a great tour with Danny this morning. He loves his city a lot and this comes across on his tour. Stopping off at the empanada cafe was an awesome idea as well! Highly recommend this tour if in Valparaiso!;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
Alexis was an excellent Guide .He was so actively engaging in group tour. He explained about the places very well and we had an wonderful meal in a hotel viewing pacific ocean. Cristian - Driving person was good too. Review of: Full Day Group Tour - Viña Del Mar-Valparaiso -Casablanca -Reñaca We are so glad to know that you enjoyed your time with us, the satisfaction of our customers is our priority. We will pass on the message to Alexis and Cristian who will be proud to read your review. We invite you to check our other tours which offer a variety of unique and unforgettable moments. Best regards, MTO Tour Team;Nice trip;en;en;en;en;0.7708903483357374;Alexis was an excellent Guide .He was so actively engaging in group tour. He explained about the places very well and we had an wonderful meal in a hotel viewing pacific ocean. Cristian - Driving person was good too. Review of: Full Day Group Tour - Viña Del Mar-Valparaiso -Casablanca -Reñaca We are so glad to know that you enjoyed your time with us, the satisfaction of our customers is our priority. We will pass on the message to Alexis and Cristian who will be proud to read your review. We invite you to check our other tours which offer a variety of unique and unforgettable moments. Best regards, MTO Tour Team;Step 1: Tourists (personal experience). Step 2: No future gap (only praise). Step 3: No actionable request. NON-SUGGESTION;NON-SUGGESTION;ok
Recommended 10000%, the beautiful place, the Lagoon with the exquisite water to weather the heat!! The guide Francisco and the driver Daniel were excellent, tremendous disposition. Delicious and fresh breakfast!! When you leave the lagoons they give you bathrobes and they also take care to bring water to remove the salt!! And the tremendous photos 🤩 It was a luxury tour!! Review of: Tour to the Hidden Lagoons of Baltinache;The best!!;en;en;en;en;0.9302326371953256;Recommended 10000%, the beautiful place, the Lagoon with the exquisite water to weather the heat!! The guide Francisco and the driver Daniel were excellent, tremendous disposition. Delicious and fresh breakfast!! When you leave the lagoons they give you bathrobes and they also take care to bring water to remove the salt!! And the tremendous photos 🤩 It was a luxury tour!! Review of: Tour to the Hidden Lagoons of Baltinache;Step 1: Tourist. Step 2: No future gap (describes existing services). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Definitely worth a visit especially if you lucky enough with clear skies and less smog. I went up twice. Walked up once and took the funicular down for $2000 peso i think. (I know its more expensive on weekends and holidays) and the second time i went with a group of friends so caught the funicular up. the skyline round trip and the funicular back down. Well worth a visit if youre in santiago.;Same view as sky costanera for free;en;en;en;en;0.9176471627680184;Definitely worth a visit especially if you lucky enough with clear skies and less smog. I went up twice. Walked up once and took the funicular down for $2000 peso i think. (I know its more expensive on weekends and holidays) and the second time i went with a group of friends so caught the funicular up. the skyline round trip and the funicular back down. Well worth a visit if youre in santiago.;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION (recommendation to other tourists).;NON-SUGGESTION;ok
My husband and I spent the day with Harold treking along the beach to the San Isidro lighthouse. Harold was professional and very informative about local flora and fauna. Excellent day well spent!!! Note: if you are meeting any tour company that is privately arranged outside of your cruise ship, make arrangements to meet you guide outside the terminal gates. There is an exit to the right, if you are facing the street where you can go outside the terminal compound and meet your guide. Otherwise your guide might take a long time trying to gain access into the compound (which happened to us and about 45 minutes were wasted with Harold trying to enter the compound - not his fault). Best to avoid this annoyance all together.;Awesome track in San Isidro to the lighthouse with Harold!;en;en;en;en;0.8850175032580978;My husband and I spent the day with Harold treking along the beach to the San Isidro lighthouse. Harold was professional and very informative about local flora and fauna. Excellent day well spent!!! Note: if you are meeting any tour company that is privately arranged outside of your cruise ship, make arrangements to meet you guide outside the terminal gates. There is an exit to the right, if you are facing the street where you can go outside the terminal compound and meet your guide. Otherwise your guide might take a long time trying to gain access into the compound (which happened to us and about 45 minutes were wasted with Harold trying to enter the compound - not his fault). Best to avoid this annoyance all together.;Step 1: tourists/advice to others. Step 2: no future gap (advice is not a request for management change). Step 3: actionable advice for tourists, not management. NON-SUGGESTION;NON-SUGGESTION;ok
The guide Felipe is very friendly and uses Portuguese well. I was with a group of 8 friends (4 couples) and he was attentive to everyone in the group, as well as people from other groups who also participated in the activity. At the end, there was a picnic and we were served wine, juices and snacks. Review of: Full Day Trip to Cajón del Maipo Yeso Reservoir + Picnic;Very attentive;en;en;en;en;0.8969140002168783;The guide Felipe is very friendly and uses Portuguese well. I was with a group of 8 friends (4 couples) and he was attentive to everyone in the group, as well as people from other groups who also participated in the activity. At the end, there was a picnic and we were served wine, juices and snacks. Review of: Full Day Trip to Cajón del Maipo Yeso Reservoir + Picnic;Step 1: Tourists (describing experience for others). Step 2: No future gap (only positive descriptions). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
I chose to do the full day tour through the city and it was fantastic, we visited all the markets and Marcela, our fantastic tour guide, bought us some street food and a smoothie each. We saw loads of the city and had a chance to take photos and ask questions. I really enjoyed it and would really recommend it to anyone wanting to see loads of the city in one day. Review of: Santiago Bicycle Tour via Small Group: Parks, Markets and More Hola H736OAhannahe, Thank you for your 5star rating and your awesome review. You're right, it's a perfect introduction to Santiago that allows a nice overview of the city in a short time. Marcela is a great guide, she will be thrilled to read your words. If you like wine, don't hesitate to check our Bike and Wine tour as well :) Saludos, Peter;A fun day!;en;en;en;en;0.9464491854887644;I chose to do the full day tour through the city and it was fantastic, we visited all the markets and Marcela, our fantastic tour guide, bought us some street food and a smoothie each. We saw loads of the city and had a chance to take photos and ask questions. I really enjoyed it and would really recommend it to anyone wanting to see loads of the city in one day. Review of: Santiago Bicycle Tour via Small Group: Parks, Markets and More Hola H736OAhannahe, Thank you for your 5star rating and your awesome review. You're right, it's a perfect introduction to Santiago that allows a nice overview of the city in a short time. Marcela is a great guide, she will be thrilled to read your words. If you like wine, don't hesitate to check our Bike and Wine tour as well :) Saludos, Peter;Step 1: Tourist/tourist. Step 2: No future gap (satisfaction/compliment). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
From my choice in Brazil, to my arrival in Chile for the tours, we were well supported by the team! Wonderful tours and FANTASTIC guides! Thank you very much for the experience! I RECOMMEND!;Wonderful experience;en;en;en;en;0.7880209836909143;From my choice in Brazil, to my arrival in Chile for the tours, we were well supported by the team! Wonderful tours and FANTASTIC guides! Thank you very much for the experience! I RECOMMEND!;Step 1: management (implied via gratitude). Step 2: no future gap (compliments only). Step 3: no actionable change requested. NON-SUGGESTION (compliments + tourist advice).;NON-SUGGESTION;ok
My friends & I booked this tour in addition to another tour that we attended earlier that day. It was a bit last minute, so we were not expecting too much but it ended up being one of the most fantastic experiences that we had in Santiago. Our tour guide was absolutely flawless, his name is Chris I would highly recommend requesting him to be your guide. He is extremely informative, quickwitted and to be honest I am a wine snob, but he really knew his stuff and we were able to really vibe with him. So polite & positive the entire tour. My friends & I are quite an undertaking to entertain or direct but we gladly followed Chis because he was outrageously kind & let us explore as we pleased. He did an excellent job of reading the flow of our group & tailored the tour to our liking. The wine tasting was TREMENDOUS. Chis was able to display his intricate knowledge & passion for the wine making process & the food that can accompany it. Cheeses were yum! Especially the Manchego, quite mild & nutty perfectly accompanied by their Sauvignon Blanc!!! We went when the vines weren’t vibrant but it didn’t matter, still gorgeous. Do this tour. You will not regret it! :);Fantastic Experience;en;en;en;en;0.8548201556201602;My friends & I booked this tour in addition to another tour that we attended earlier that day. It was a bit last minute, so we were not expecting too much but it ended up being one of the most fantastic experiences that we had in Santiago. Our tour guide was absolutely flawless, his name is Chris I would highly recommend requesting him to be your guide. He is extremely informative, quickwitted and to be honest I am a wine snob, but he really knew his stuff and we were able to really vibe with him. So polite & positive the entire tour. My friends & I are quite an undertaking to entertain or direct but we gladly followed Chis because he was outrageously kind & let us explore as we pleased. He did an excellent job of reading the flow of our group & tailored the tour to our liking. The wine tasting was TREMENDOUS. Chis was able to display his intricate knowledge & passion for the wine making process & the food that can accompany it. Cheeses were yum! Especially the Manchego, quite mild & nutty perfectly accompanied by their Sauvignon Blanc!!! We went when the vines weren’t vibrant but it didn’t matter, still gorgeous. Do this tour. You will not regret it! :);Step 1: management (recommendation to include a specific guide). Step 2: future gap (desire for Chris to be featured). Step 3: actionable (manage staff selection). SUGGESTION;SUGGESTION;ok
The place has spectacular views. We went up past the bridge. The climb is not easy at all, considering that we are seniors, but calmly, it is possible. I arrived at a very nice pool where the force of the waterfall can be seen.;Spectacular views;en;en;en;en;0.802469615614313;The place has spectacular views. We went up past the bridge. The climb is not easy at all, considering that we are seniors, but calmly, it is possible. I arrived at a very nice pool where the force of the waterfall can be seen.;Step 1: Tourist talking about their own experience. Step 2: No desired future state expressed. Step 3: No actionable request. Conclusion: Descriptive experience without a suggestion to management.;NON-SUGGESTION;ok
Sadly it was only in Spanish but the guide was really good and he explained everything so well. The best thing was the photo of the Moon! Review of: Astronomical Tour with Guide and Pick Up San Pedro de Atacama;Highly recommended;en;en;en;en;0.8913042607729798;Sadly it was only in Spanish but the guide was really good and he explained everything so well. The best thing was the photo of the Moon! Review of: Astronomical Tour with Guide and Pick Up San Pedro de Atacama;Step 1: management (praise directed at service). Step 2: no future gap (satisfaction expressed). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Piece of history very important to the Magallanes Region. Local initiative that promotes local history;Very Nice!;en;en;en;en;0.71428620460397;Piece of history very important to the Magallanes Region. Local initiative that promotes local history;Step 1: tourists (no direct address to management). Step 2: no future gap (descriptive praise). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
The interior architecture of the church follows the style of Italian baroque churches with vaults, pillars and cupola, but everything is built in wood. The wood is not plastered, and all the amazing craftsmanship of the builders can be marveled at;Amazing baroque churche built all in wood;en;en;en;en;0.933333584797378;The interior architecture of the church follows the style of Italian baroque churches with vaults, pillars and cupola, but everything is built in wood. The wood is not plastered, and all the amazing craftsmanship of the builders can be marveled at;Step 1: tourists. Step 2: no future gap (descriptive praise). Step 3: not actionable. NON-SUGGESTION;NON-SUGGESTION;ok
Great experience. Lots of information about the history of Valparaiso, local culture, artists lives and work, and fun. We talked about life growing up here and met many artists. Lovely interesting time! Thank you so much for trusting us. Best wishes to you!;Great trip if you love history, art and local culture!;en;en;en;en;0.7855065748828803;Great experience. Lots of information about the history of Valparaiso, local culture, artists lives and work, and fun. We talked about life growing up here and met many artists. Lovely interesting time! Thank you so much for trusting us. Best wishes to you!;Step 1: management (gratitude). Step 2: no future gap (satisfaction). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Jenni was a wonderful tour guide--informative and fun! She was a good communicator so we knew exactly where and when to meet. We covered key parts of the city in a relaxed way. This tour was the best way to get a good feel for Santiago in a relatively short time. Highly recommend this tour on your first full day in Santiago. Review of: Private Santiago 3-Hour Walking Tour Hey, Thank you so much for taking the time to review us! I'm happy to hear you enjoyed the bike ride - like you say we really believe it is the best way to see the city, cover most areas in a fun way while getting a good feel of the city! All the best and we hope you visit us again Huaso Team;Terrific tour;en;en;en;en;0.9237668627836828;Jenni was a wonderful tour guide--informative and fun! She was a good communicator so we knew exactly where and when to meet. We covered key parts of the city in a relaxed way. This tour was the best way to get a good feel for Santiago in a relatively short time. Highly recommend this tour on your first full day in Santiago. Review of: Private Santiago 3-Hour Walking Tour Hey, Thank you so much for taking the time to review us! I'm happy to hear you enjoyed the bike ride - like you say we really believe it is the best way to see the city, cover most areas in a fun way while getting a good feel of the city! All the best and we hope you visit us again Huaso Team;Step 1: Tourists/advice to others. Step 2: No gap between current and desired state (only praise). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Whilst most consider the park to be closed after April, it is open all year round. Moreover, the parc is absolutely beautiful at this time of the year (wonderful array of autumn colours - red, orange, yellow, green and white of course with the snowy mountains) and you can have it all to yourself (we saw nobody on our day and night trek on the 13th of May). Whilst most hotels and all 'refugios' are closed, one can still find places in May within the parc, stay in Puerto Natales (nice spot for some excellent food at the Afrigonia for instance) and also do what we did by having a fantastic day and night out with the Puma expert of Torres del Paine: Tomislav Goic. He is the guide with the most experience (has been a guide since 1978 in TdP), has so much knowledge of the TdP and has excellent energy and language skills (speaks English, French, Italian, Croatian and Spanish of course). He took my family and me out on a day trek and then a night search for Pumas and we had a wonderful time with him with exceptional views of the TdP late at night (exceptional lighting with a full moon) and early in the morning (magical). As he has been a guide here for so long, he organized for us to sleep in the guide lodge just at the entrance of the park - a very traditional treat in an old house that Tomi did so well to warm up for us. It has to be said that anyone looking for luxury should stay well clear of this type of set up as it is very basic. Those in search of pure authenticity should call Tomislav soon. He is a great guide and can adapt prices to reflect the low season (he gave us a great family price)! Do come here as it is clearly one of the most beautiful places on this planet. PS One thing that is not clearly mentioned on the ticket is that the park entrance (only 10000 CPesos or 13euros for adults and free for children under 10 in the low season) is valid for 3 days after you first enter the park.;So beautiful in May. Great night in the park with Tomislav!;en;en;en;en;0.8465106440639274;Whilst most consider the park to be closed after April, it is open all year round. Moreover, the parc is absolutely beautiful at this time of the year (wonderful array of autumn colours - red, orange, yellow, green and white of course with the snowy mountains) and you can have it all to yourself (we saw nobody on our day and night trek on the 13th of May). Whilst most hotels and all 'refugios' are closed, one can still find places in May within the parc, stay in Puerto Natales (nice spot for some excellent food at the Afrigonia for instance) and also do what we did by having a fantastic day and night out with the Puma expert of Torres del Paine: Tomislav Goic. He is the guide with the most experience (has been a guide since 1978 in TdP), has so much knowledge of the TdP and has excellent energy and language skills (speaks English, French, Italian, Croatian and Spanish of course). He took my family and me out on a day trek and then a night search for Pumas and we had a wonderful time with him with exceptional views of the TdP late at night (exceptional lighting with a full moon) and early in the morning (magical). As he has been a guide here for so long, he organized for us to sleep in the guide lodge just at the entrance of the park - a very traditional treat in an old house that Tomi did so well to warm up for us. It has to be said that anyone looking for luxury should stay well clear of this type of set up as it is very basic. Those in search of pure authenticity should call Tomislav soon. He is a great guide and can adapt prices to reflect the low season (he gave us a great family price)! Do come here as it is clearly one of the most beautiful places on this planet. PS One thing that is not clearly mentioned on the ticket is that the park entrance (only 10000 CPesos or 13euros for adults and free for children under 10 in the low season) is valid for 3 days after you first enter the park.;Step 1: tourists/advice to others. Step 2: no future gap (describes experience and recommendations). Step 3: no actionable change for management. NON-SUGGESTION;NON-SUGGESTION;ok
It is well designed in open air with water fountains. It is tiered with a range of shops from popular international brands as well as local ones. Little cafes are scattered around the shops so there is always some where to rehydrate and sit down. People are helpful a very pleasant shopping experience.;A beautiful large shopping in a natural setting with water fountains and many interesting local brand names;en;en;en;en;0.8571432612576942;It is well designed in open air with water fountains. It is tiered with a range of shops from popular international brands as well as local ones. Little cafes are scattered around the shops so there is always some where to rehydrate and sit down. People are helpful a very pleasant shopping experience.;Step 1: Tourists (describing experience for others). Step 2: No future gap (only positive description). Step 3: No actionable request. NON-SUGGESTION;NON-SUGGESTION;ok
We had originally intended going up the funicular railway but on seeing the queue we decided to walk up. We took the harder route choosing to not take the longer road route... in some places it was very steep but we really enjoyed the walk. Amazing views from the top of the city. A very busy place which we visited in the afternoon I think if you did want to use the funicular railway that you get here early in the day where it possibly isn't as busy. I think a must while in the city visiting the very famous statue of the Virgin Mary.;Walking up San Cristobal hill;en;en;en;en;0.9090911563417892;We had originally intended going up the funicular railway but on seeing the queue we decided to walk up. We took the harder route choosing to not take the longer road route... in some places it was very steep but we really enjoyed the walk. Amazing views from the top of the city. A very busy place which we visited in the afternoon I think if you did want to use the funicular railway that you get here early in the day where it possibly isn't as busy. I think a must while in the city visiting the very famous statue of the Virgin Mary.;Step 1: tourists/advice to others. Step 2: no future gap (advice is not a request for management action). Step 3: not actionable for management. NON-SUGGESTION;NON-SUGGESTION;ok
We booked two days of touring thru the Colchagua Valley with this company and it was the best choice we could have made. Connie and Francisco were super knowledgeable and helpful in planning this trip-- you better believe that they will be my first call for my next trip down.;Best Wine Tour;en;en;en;en;0.9729729116907568;We booked two days of touring thru the Colchagua Valley with this company and it was the best choice we could have made. Connie and Francisco were super knowledgeable and helpful in planning this trip-- you better believe that they will be my first call for my next trip down.;Step 1: management (recommendation). Step 2: no future gap (satisfaction). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Great, the children had a spectacular time, we will be back, the guides and advisors in the games have spectacular, very cordial treatment. Hola! Agradecemos que hayas dejado tu comentario querido aventurero. Nos alegra saber que disfrutaste. Saludos!;Excellent;en;en;en;en;0.7704922409305589;Great, the children had a spectacular time, we will be back, the guides and advisors in the games have spectacular, very cordial treatment. Hola! Agradecemos que hayas dejado tu comentario querido aventurero. Nos alegra saber que disfrutaste. Saludos!;Step 1: Tourists. Step 2: No future gap (compliments). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
